asexualresearch http://asexualresearch.tumblr.com twitter.com/asexualstudies 7
pantmonger http://pantmonger.tumblr.com twitter.com/Pantmonger 9
spoonie-living http://spoonie-living.tumblr.com twitter.com/spoonieliving 7
thefilmstage http://thefilmstage.tumblr.com twitter.com/TheFilmStage 4
dylan-source http://dylan-source.tumblr.com twitter.com/dylanobrien 5
outlanderonline http://outlanderonline.tumblr.com twitter.com/OutlanderOnline 8
medievalistsnet http://medievalistsnet.tumblr.com twitter.com/Medievalists 11
jbuffyangel http://jbuffyangel.tumblr.com twitter.com/jbuffyangel 11
kitfistovevo http://kitfistovevo.tumblr.com twitter.com/jankcosplay 1
purplebuddhaproject http://purplebuddhaproject.tumblr.com twitter.com/purpbuddha 6
dennsokagi http://dennsokagi.tumblr.com twitter.com/nealakasivarcnm 2
elblogdehiphop http://elblogdehiphop.tumblr.com twitter.com/elblogdehiphop 14
apgujeon http://apgujeon.tumblr.com twitter.com/apgujeons 8
dustinteractive http://dustinteractive.tumblr.com twitter.com/dustinteractive 15
unsettlingstories http://unsettlingstories.tumblr.com twitter.com/unsettlingstory 14
fyeahriverdale http://fyeahriverdale.tumblr.com twitter.com/CW_Riverdale 8
maroalpaca http://maroalpaca.tumblr.com twitter.com/maroalpaca 10
eroticfriendfictions http://eroticfriendfictions.tumblr.com twitter.com/eroticfriendfic 15
newgirlgifs http://newgirlgifs.tumblr.com twitter.com/NewGirlonFOX 3
rage-comics-base http://rage-comics-base.tumblr.com twitter.com/meme_humor 1
dailycwriverdale http://dailycwriverdale.tumblr.com twitter.com/thecwriverdaily 9
wanderlog http://wanderlog.tumblr.com twitter.com/wanderlog_org 9
consivanqueen http://consivanqueen.tumblr.com twitter.com/consivanqueen 13
relatablepoetryandquotes http://relatablepoetryandquotes.tumblr.com twitter.com/relatepoetry 7
natigail http://natigail.tumblr.com twitter.com/SecretNRB 1
nae-design http://nae-design.tumblr.com twitter.com/NaeDesign 5
pela-schmidt http://pela-schmidt.tumblr.com twitter.com/Pela_Schmidt 6
milascabellos http://milascabellos.tumblr.com twitter.com/stylescabello97 8
sinnamonscouture http://sinnamonscouture.tumblr.com twitter.com/sinnamoncouture 8
mostlycatsmostly http://mostlycatsmostly.tumblr.com twitter.com/mostlycatsmostl 15
bobbycaputo http://bobbycaputo.tumblr.com twitter.com/bobbycaputo 11
raythrill http://raythrill.tumblr.com twitter.com/Raythrill 8
toomanyfeelsexogdi http://toomanyfeelsexogdi.tumblr.com twitter.com/beckybusss -1
actual-shintaro http://actual-shintaro.tumblr.com twitter.com/eithw 1
fahye http://fahye.tumblr.com twitter.com/tightropewaltz 1
vaultfox http://vaultfox.tumblr.com twitter.com/vaultfoxcosplay 8
tacity http://tacity.tumblr.com twitter.com/kookminhodduk 1
tinymintywolf http://tinymintywolf.tumblr.com twitter.com/tinymintywolf 13
beardedchrisevans http://beardedchrisevans.tumblr.com twitter.com/ChrisEvans 4
ereri http://ereri.tumblr.com twitter.com/inunekosukii 1
slaypjm http://slaypjm.tumblr.com twitter.com/miracle_1013 1
brittalundin http://brittalundin.tumblr.com twitter.com/brittashipsit 6
fyjjong http://fyjjong.tumblr.com twitter.com/realjonghyun90 4
summer-arts http://summer-arts.tumblr.com twitter.com/summerdraws 6
todayifeltproud http://todayifeltproud.tumblr.com twitter.com/todayifeltproud 15
dailycockles http://dailycockles.tumblr.com twitter.com/JensenAckles 5
fleetofshippyships http://fleetofshippyships.tumblr.com twitter.com/fleetoshppyshps 6
mellamymake http://mellamymake.tumblr.com twitter.com/caramelkru 3
theasexualityblog http://theasexualityblog.tumblr.com twitter.com/AsexualityBlog 9
bellarkefanfiction http://bellarkefanfiction.tumblr.com twitter.com/bellarkefiction 9
patchface http://patchface.tumblr.com twitter.com/maleeesi 1
kaisooficrec http://kaisooficrec.tumblr.com twitter.com/kaisooficrec_ 12
hellyeahomeland http://hellyeahomeland.tumblr.com twitter.com/hyhomeland 8
iamjustinhibbert http://iamjustinhibbert.tumblr.com twitter.com/TeamDJIceberg 3
chonesmint http://chonesmint.tumblr.com twitter.com/daddy_negan 2
marvelgifs http://marvelgifs.tumblr.com twitter.com/marvel 6
randalflag http://randalflag.tumblr.com twitter.com/tyrellweIlick 1
minblush http://minblush.tumblr.com twitter.com/AUNT_POTATO_ 0
lamenart http://lamenart.tumblr.com twitter.com/lamenart 8
aizawashoutah http://aizawashoutah.tumblr.com twitter.com/aizawashoutah 13
rizurin http://rizurin.tumblr.com twitter.com/betaendorphine 2
01sentencereviews http://01sentencereviews.tumblr.com twitter.com/bgd51694 1
marinafans http://marinafans.tumblr.com twitter.com/marinadiamandis 6
sacheland http://sacheland.tumblr.com twitter.com/sachewhat 5
dailyniall http://dailyniall.tumblr.com twitter.com/NiallOfficial 4
mindblowingfactz http://mindblowingfactz.tumblr.com twitter.com/blowingfact 11
oshietee http://oshietee.tumblr.com twitter.com/oshietee 8
popculty http://popculty.tumblr.com twitter.com/popculty 8
photohab http://photohab.tumblr.com twitter.com/photohab 8
mimeitv http://mimeitv.tumblr.com twitter.com/mimei 5
rukiana09 http://rukiana09.tumblr.com twitter.com/Rukiana_ 6
jununy http://jununy.tumblr.com twitter.com/jununyx 6
arianagrandesource http://arianagrandesource.tumblr.com twitter.com/arianagrande 12
cthroughgaming http://cthroughgaming.tumblr.com twitter.com/CThroughGaming 6
fallinghowell http://fallinghowell.tumblr.com twitter.com/bastilleeyre 2
sakuraa http://sakuraa.tumblr.com twitter.com/sakurabutt 6
pugs http://pugs.tumblr.com twitter.com/pugs 4
dangelical http://dangelical.tumblr.com twitter.com/sIeepkid 1
infinityonhigher http://infinityonhigher.tumblr.com twitter.com/infinityonhighr 14
seokjin-slut http://seokjin-slut.tumblr.com twitter.com/miningfulmoment 2
maggiesawyer http://maggiesawyer.tumblr.com twitter.com/gaysanvers 2
sweaterpawsjimin http://sweaterpawsjimin.tumblr.com twitter.com/pegasus0218 1
disloyalorder http://disloyalorder.tumblr.com twitter.com/newflocks 2
bts-trans http://bts-trans.tumblr.com twitter.com/BTS_Trans 4
vivianadichiara http://vivianadichiara.tumblr.com twitter.com/vividc_art 4
jminies http://jminies.tumblr.com twitter.com/sugaonthebeat39 1
dystopiansushi http://dystopiansushi.tumblr.com twitter.com/dystopiansushi 14
fashionbyzendaya http://fashionbyzendaya.tumblr.com twitter.com/mirejissa 1
vyctornikiforov http://vyctornikiforov.tumblr.com twitter.com/vyctornikiforov 15
whiteknightinblackarmor http://whiteknightinblackarmor.tumblr.com twitter.com/mariannemiller 2
isaksqueaks http://isaksqueaks.tumblr.com twitter.com/raresora 1
agingphangirl http://agingphangirl.tumblr.com twitter.com/agingfangirl 6
coneboyofficial http://coneboyofficial.tumblr.com twitter.com/coneboyofficial 15
hobbitunderthemountain http://hobbitunderthemountain.tumblr.com twitter.com/katofbagend 2
everythingstylinson http://everythingstylinson.tumblr.com twitter.com/Louis_Tomlinson 6
symmetra http://symmetra.tumblr.com twitter.com/aosla 1
mooncaps http://mooncaps.tumblr.com twitter.com/nb1316 1
bisexualbertmccracken http://bisexualbertmccracken.tumblr.com twitter.com/Allegrcat 1
destitute-baron http://destitute-baron.tumblr.com twitter.com/Digger2335 1
billielovesadrienneforever http://billielovesadrienneforever.tumblr.com twitter.com/BelgianSWMR 2
toloveistodestroy-okay-okay http://toloveistodestroy-okay-okay.tumblr.com twitter.com/AgitaTheWanted 1
quotesndnotes http://quotesndnotes.tumblr.com twitter.com/Quotes_nd_Notes 5
keepingupwithzayn http://keepingupwithzayn.tumblr.com twitter.com/zaynmalik 4
toyourbones http://toyourbones.tumblr.com twitter.com/julianna_rey 1
jaybushman http://jaybushman.tumblr.com twitter.com/jaybushman 10
heauxforhoran http://heauxforhoran.tumblr.com twitter.com/CapitalOfficial 1
littlemisssbookworm http://littlemisssbookworm.tumblr.com twitter.com/littlemsbookwrm 7
differentlyhotfox http://differentlyhotfox.tumblr.com twitter.com/troubleziamer14 2
thedailystyles http://thedailystyles.tumblr.com twitter.com/the_dailystyles 11
wizdomly http://wizdomly.tumblr.com twitter.com/wizdomly 8
dancing-heart-pony http://dancing-heart-pony.tumblr.com twitter.com/dancing_heart22 7
vgperson http://vgperson.tumblr.com twitter.com/KerokeroCoder 2
leamichele-news http://leamichele-news.tumblr.com twitter.com/leamichelenews1 10
qualitysteamreviews http://qualitysteamreviews.tumblr.com twitter.com/QualitySteamRev 6
prettylittleliarsxxxx http://prettylittleliarsxxxx.tumblr.com twitter.com/avelana1989 2
tylerknott http://tylerknott.tumblr.com twitter.com/TylerKnott 4
brutereason http://brutereason.tumblr.com twitter.com/sondosia 3
bywanderlusthijabi http://bywanderlusthijabi.tumblr.com twitter.com/nxrnfsh 1
linguisten http://linguisten.tumblr.com twitter.com/linguisten 10
nvmbabe http://nvmbabe.tumblr.com twitter.com/x_teres 1
peterwknox http://peterwknox.tumblr.com twitter.com/peterknox 5
perfectkicksuk http://perfectkicksuk.tumblr.com twitter.com/perfectkicksuk 14
unbelievable-facts http://unbelievable-facts.tumblr.com twitter.com/UnbelievableFts 11
myfrogcroaked http://myfrogcroaked.tumblr.com twitter.com/MyFrogCroaked 6
thankyoufive http://thankyoufive.tumblr.com twitter.com/suptdawg 1
ardatli http://ardatli.tumblr.com twitter.com/@tessbowery 1
introvertdear http://introvertdear.tumblr.com twitter.com/IntrovertDear 8
littlethingsaboutgod http://littlethingsaboutgod.tumblr.com twitter.com/lilthingsabtgod 8
phanfic http://phanfic.tumblr.com twitter.com/phanficofficial 7
sweetpeapoppy http://sweetpeapoppy.tumblr.com twitter.com/USERNAME 0
crystallineknowledge http://crystallineknowledge.tumblr.com twitter.com/StevieNicks 1
mr-mrswales http://mr-mrswales.tumblr.com twitter.com/KensingtonRoyal 2
thatdreamersoftenlie http://thatdreamersoftenlie.tumblr.com twitter.com/benvoliio 2
your-miss-right http://your-miss-right.tumblr.com twitter.com/piscesboy_suga 2
feimineach http://feimineach.tumblr.com twitter.com/grainnemcmahon 2
stevegabry http://stevegabry.tumblr.com twitter.com/PortableMoose 2
darrenandchrisnews http://darrenandchrisnews.tumblr.com twitter.com/darrenchrisnews 9
allforbts http://allforbts.tumblr.com twitter.com/bts_twt 3
derangedhyena-delphinidae http://derangedhyena-delphinidae.tumblr.com twitter.com/d_delphinidae 11
muslimwomeninhistory http://muslimwomeninhistory.tumblr.com twitter.com/goldengateblond 2
stoweboyd http://stoweboyd.tumblr.com twitter.com/stoweboyd 9
trashasaurusrex http://trashasaurusrex.tumblr.com twitter.com/@trashasaurusrex 15
missing-light http://missing-light.tumblr.com twitter.com/missing_light 7
mapsontheweb http://mapsontheweb.tumblr.com twitter.com/onlmaps 4
aarontveitdaily http://aarontveitdaily.tumblr.com twitter.com/aarontveit 10
cuddlyreyes http://cuddlyreyes.tumblr.com twitter.com/cuddlyreyes 11
kriegerfeverlife http://kriegerfeverlife.tumblr.com twitter.com/ravenclaw_andy 2
mydnd http://mydnd.tumblr.com twitter.com/shieldsparkle 1
believe-out-loud http://believe-out-loud.tumblr.com twitter.com/BelieveOutLoud 6
selfrescuingprincesssociety http://selfrescuingprincesssociety.tumblr.com twitter.com/S_R_P_S 0
ariannabotaku http://ariannabotaku.tumblr.com twitter.com/ariannabotaku 13
randomthunk http://randomthunk.tumblr.com twitter.com/Kataoi 1
jenniferlawrencefilms http://jenniferlawrencefilms.tumblr.com twitter.com/JenLawFilms 4
trashwarden http://trashwarden.tumblr.com twitter.com/ajir13 1
thinksquad http://thinksquad.tumblr.com twitter.com/thinksquad 10
wtfuspolitics http://wtfuspolitics.tumblr.com twitter.com/wtfuspolitics 13
rongasm http://rongasm.tumblr.com twitter.com/writergirl8 1
philosophybits http://philosophybits.tumblr.com twitter.com/philobits 5
archatlas http://archatlas.tumblr.com twitter.com/rcruzniemiec 2
strangebiology http://strangebiology.tumblr.com twitter.com/KristinHugo 2
sahind http://sahind.tumblr.com twitter.com/SahinDuezguen 4
djjohnnyt http://djjohnnyt.tumblr.com twitter.com/trianglman 1
apricot-pdf http://apricot-pdf.tumblr.com twitter.com/bizz_bizz_bee 1
seandotpolitics http://seandotpolitics.tumblr.com twitter.com/seandotpolitics 15
kaworus-cat http://kaworus-cat.tumblr.com twitter.com/cleferin 1
someone-like-robsten http://someone-like-robsten.tumblr.com twitter.com/simona_ka 2
peace-love-colbert http://peace-love-colbert.tumblr.com twitter.com/StephenAtHome 1
futurejournalismproject http://futurejournalismproject.tumblr.com twitter.com/The_FJP 1
dailyconradricamora http://dailyconradricamora.tumblr.com twitter.com/conradricamora 14
lanadelreychronicles http://lanadelreychronicles.tumblr.com twitter.com/LDRChronicles 9
out-there-on-the-maroon http://out-there-on-the-maroon.tumblr.com twitter.com/ThatAuntZelda 1
h-oeticjustice http://h-oeticjustice.tumblr.com twitter.com/almondmjolk 1
liliths-pandemonium http://liliths-pandemonium.tumblr.com twitter.com/LilithMorgnstrn 5
penship http://penship.tumblr.com twitter.com/penshipofficial 7
belleswift17 http://belleswift17.tumblr.com twitter.com/belleswift17 12
nymeriaslady http://nymeriaslady.tumblr.com twitter.com/nymeriaslady 12
pointless-letters http://pointless-letters.tumblr.com twitter.com/pointlesslettrs 9
jamesandlilys http://jamesandlilys.tumblr.com twitter.com/RoseWeasley3 1
for-all-mankind http://for-all-mankind.tumblr.com twitter.com/joetherocketman 3
por-escrito http://por-escrito.tumblr.com twitter.com/queridaeumesma 2
libraryadvocates http://libraryadvocates.tumblr.com twitter.com/@ALALibrary 6
netlex http://netlex.tumblr.com twitter.com/netlex 6
collective-voice http://collective-voice.tumblr.com twitter.com/@ColVoice 4
mirrorontheworld http://mirrorontheworld.tumblr.com twitter.com/buyobuyobase 1
theweekmagazine http://theweekmagazine.tumblr.com twitter.com/theweek 7
chartier http://chartier.tumblr.com twitter.com/chartier 8
kanneki http://kanneki.tumblr.com twitter.com/kanneki_ 7
fitstud http://fitstud.tumblr.com twitter.com/fitstuds1 7
eggtartemoji http://eggtartemoji.tumblr.com twitter.com/CANTSTOPLUVING 0
japjae http://japjae.tumblr.com twitter.com/greengr_d 1
peachdeluxe http://peachdeluxe.tumblr.com twitter.com/deluxepeach 6
hoseokxx http://hoseokxx.tumblr.com twitter.com/xhoseokxx 8
sorenlovinsen http://sorenlovinsen.tumblr.com twitter.com/iluztrando 1
parisinthe1920s http://parisinthe1920s.tumblr.com twitter.com/parisinthe1920s 15
bromatsu http://bromatsu.tumblr.com twitter.com/bromatsu91 8
ourspanishblog http://ourspanishblog.tumblr.com twitter.com/OurSpanish 6
gotmeolk http://gotmeolk.tumblr.com twitter.com/gotmeolk 8
rosepark http://rosepark.tumblr.com twitter.com/SeeTheHopeWorld 1
jordanunderneath http://jordanunderneath.tumblr.com twitter.com/jordanisbeneath 6
noahmead http://noahmead.tumblr.com twitter.com/noahjmead 4
jadafitch http://jadafitch.tumblr.com twitter.com/JadaFitch 4
ananayellow http://ananayellow.tumblr.com twitter.com/NariaNazan28 2
dearmyblank http://dearmyblank.tumblr.com twitter.com/@dearmyblank 11
artroan http://artroan.tumblr.com twitter.com/artroan_ 7
prettylittleliars http://prettylittleliars.tumblr.com twitter.com/PLLTVSeries 1
ahsimagines http://ahsimagines.tumblr.com twitter.com/AHSFX 0
warmstarlight http://warmstarlight.tumblr.com twitter.com/warmstarlight 13
inunushu http://inunushu.tumblr.com twitter.com/inunushu 8
lvh1331 http://lvh1331.tumblr.com twitter.com/lvh13318 7
animal-photographies http://animal-photographies.tumblr.com twitter.com/hozkomurcu 2
sofreakedout http://sofreakedout.tumblr.com twitter.com/allysabrnrdn 1
podigious http://podigious.tumblr.com twitter.com/podigious 9
synqra http://synqra.tumblr.com twitter.com/sadsyndra 3
feonixwitch http://feonixwitch.tumblr.com twitter.com/@the_4narchist 2
reaparecerei http://reaparecerei.tumblr.com twitter.com/user 2
nctmark http://nctmark.tumblr.com twitter.com/Almighty0701 1
maybe-its-5sos http://maybe-its-5sos.tumblr.com twitter.com/kartuke 1
ecstasymodels http://ecstasymodels.tumblr.com twitter.com/EcstasyModels 6
plannedparenthood http://plannedparenthood.tumblr.com twitter.com/@PPFA 0
realreadingrainbow http://realreadingrainbow.tumblr.com twitter.com/readingrainbow 14
death-note-scenarios-and-shit http://death-note-scenarios-and-shit.tumblr.com twitter.com/tachi_ore_mimi 2
roninmccree http://roninmccree.tumblr.com twitter.com/irljessemccree 6
heartbeatslowfast http://heartbeatslowfast.tumblr.com twitter.com/coolmoleman 1
angrycockatoogirl http://angrycockatoogirl.tumblr.com twitter.com/AngryCockatoo 7
thefirsthaechan http://thefirsthaechan.tumblr.com twitter.com/Gleamnct 1
edandcats http://edandcats.tumblr.com twitter.com/olusolabieber 1
tvmusiclife http://tvmusiclife.tumblr.com twitter.com/Caroline_3_21_ 2
vvwin http://vvwin.tumblr.com twitter.com/butterflywinnet 3
detective-comics http://detective-comics.tumblr.com twitter.com/JayRated 2
enche http://enche.tumblr.com twitter.com/EXTREEEEMEnAME 1
corvettes http://corvettes.tumblr.com twitter.com/corvetteblogger 8
officerk http://officerk.tumblr.com twitter.com/damienchazelIe 1
kfictionist http://kfictionist.tumblr.com twitter.com/hoon_1h11m 2
tinycartridge http://tinycartridge.tumblr.com twitter.com/tinycartridge 13
aishwaryanair http://aishwaryanair.tumblr.com twitter.com/wanderingshijin 2
slimygrrrl http://slimygrrrl.tumblr.com twitter.com/slimygrrrl 10
whiletruetypecode http://whiletruetypecode.tumblr.com twitter.com/whiletruetype 13
shesnake http://shesnake.tumblr.com twitter.com/dadblo 1
deadlynigthshade http://deadlynigthshade.tumblr.com twitter.com/LanaDelRey 1
mordhiobhail http://mordhiobhail.tumblr.com twitter.com/mordhiobhail 12
hakkids http://hakkids.tumblr.com twitter.com/HakkiDS2 4
twloha http://twloha.tumblr.com twitter.com/twloha 6
toadstool32 http://toadstool32.tumblr.com twitter.com/defnotamushroom 2
toretaas http://toretaas.tumblr.com twitter.com/ToretasDoodle 5
foodpornit http://foodpornit.tumblr.com twitter.com/@foodporn 8
juliadelg http://juliadelg.tumblr.com twitter.com/juliaadelg 5
scifiction http://scifiction.tumblr.com twitter.com/SciFiction 6
xerenatta http://xerenatta.tumblr.com twitter.com/Xerenatta 8
pyhforshinee http://pyhforshinee.tumblr.com twitter.com/pineeshinee05 6
megidoladyne http://megidoladyne.tumblr.com twitter.com/skyjukebox 1
unsentimientoesuncorazon http://unsentimientoesuncorazon.tumblr.com twitter.com/ItalivyGG 1
vendettafrank http://vendettafrank.tumblr.com twitter.com/theclashiwho 1
seoulbigbang http://seoulbigbang.tumblr.com twitter.com/seoulbigbang 12
aishakami-arts http://aishakami-arts.tumblr.com twitter.com/aishakami92 9
charmingpml http://charmingpml.tumblr.com twitter.com/lestersfranta 1
eleanorcaldit http://eleanorcaldit.tumblr.com twitter.com/eleanorjcalder 7
shaerahaek http://shaerahaek.tumblr.com twitter.com/shaerahaek 10
thisisforthepixels http://thisisforthepixels.tumblr.com twitter.com/forthepixels 12
intentionem http://intentionem.tumblr.com twitter.com/intentionem 11
thedolangifs http://thedolangifs.tumblr.com twitter.com/ethanscuteface 2
ryeinn http://ryeinn.tumblr.com twitter.com/notryein 5
2k13malum http://2k13malum.tumblr.com twitter.com/allblackch 2
squigglydigglydoo http://squigglydigglydoo.tumblr.com twitter.com/SquigglyDigg 7
s0md00d http://s0md00d.tumblr.com twitter.com/s0md00d 7
hobisnovia http://hobisnovia.tumblr.com twitter.com/cha103ki 1
poji http://poji.tumblr.com twitter.com/misty___sky 1
fuckyeahmingyu http://fuckyeahmingyu.tumblr.com twitter.com/pledis_17 1
solisev http://solisev.tumblr.com twitter.com/itsevelyncee 3
khozen http://khozen.tumblr.com twitter.com/khozen_ 6
funke http://funke.tumblr.com twitter.com/funkegg 5
ace-bucky http://ace-bucky.tumblr.com twitter.com/alyssascottart 1
hyadamsfoster http://hyadamsfoster.tumblr.com twitter.com/hyadamsfoster 13
sleepyblossom http://sleepyblossom.tumblr.com twitter.com/octoberethan 1
rupoor http://rupoor.tumblr.com twitter.com/toko_png 1
ddlovatosstyle http://ddlovatosstyle.tumblr.com twitter.com/ddlovato 8
dreamuchuu http://dreamuchuu.tumblr.com twitter.com/DreamCharmers 4
but-now-its-time-to-go http://but-now-its-time-to-go.tumblr.com twitter.com/bad_sabbath 1
v-icchans http://v-icchans.tumblr.com twitter.com/alys_eg 1
fykook http://fykook.tumblr.com twitter.com/BTS_twt 0
kyyhky http://kyyhky.tumblr.com twitter.com/_ladyshalirin 1
