asymmetry… -0.133285 0.526902 -0.0330589
Frosty -0.112317 0.462123 -0.0583757
Meena -0.302076 0.287701 0.383567
MarlaLynch -0.0725928 0.47709 -0.142534
BackPack -0.302992 0.303437 0.354029
Enchantment -0.275972 0.419076 0.242351
ALAVMM16 0.00118777 0.573992 -0.473049
freemarketliberal -0.509438 0.242649 0.715772
…Hayek -0.0695174 0.55639 -0.245996
LibraryFame -0.261298 0.377915 0.0909849
