hardlyboysbookclub 158889067917 "2017-03-27 12:58:40 GMT" http://hardlyboysbookclub.com/post/158889067917/10-georges-marvelous-medicine-w-hayden-myers "GEORGE’S MARVELOUS MEDICINE, with HAYDEN MYERS@misterhayden joins us to discuss George’s Marvelous Medicine and forces us to swallow shampoo and horse pills in episode 10 of the Hardly Boys Book Club.SUBSCRIBE:RSS | ITUNES | SOUNDCLOUD | TWITTER | FACEBOOK" True link
hardlyboysbookclub 158888903217 "2017-03-27 12:50:40 GMT" http://hardlyboysbookclub.com/post/158888903217/9-there-is-a-bird-on-your-head-w-jason "THERE IS A BIRD ON YOUR HEAD, with JASON ANARCHYEpisode 9 is here, and it’s all about birds and heads and jazz.SUBSCRIBE:RSS | ITUNES | SOUNDCLOUD | TWITTER | FACEBOOK" True link
