softbabyjm 160940814200 "2017-05-22 07:47:14 GMT" https://softbabyjm.tumblr.com/post/160940814200/mojozozoeffie-please-take-a-second-to-appreciate "mojozozoeffie: please take a second to appreciate namjoon yall. he’s spoken clearly and confidently in each interview, he’s translated for the boys and has made sure to include everyone and keep their image fun and playful while still being very professional… he represents bts so beautifully and i am so immensely proud of this man for how hard he’s worked and how far hes come. he truly is an amazing leader" False text
softbabyjm 160652388820 "2017-05-14 10:05:37 GMT" https://softbabyjm.tumblr.com/post/160652388820/satellite-jeon-domjimin-in-the-streets "satellite-jeon:  Dom!Jimin in the streets, sub!Jimin in the sheets.   " False text
