wtfuspolitics 153006165711 "2016-11-10 20:09:12 GMT" http://wtfuspolitics.tumblr.com/post/153006165711/some-ways-to-start-fighting-back-against-the-trump "hillary-2016:  Donate -ACLU: https://action.aclu.org/donate-aclu?redirect=donate/join-renew-give Human Rights Campaign: https://give.hrc.org/ea-action/action?ea.client.id=1954&ea.campaign.id=51848   Human Rights Watch : https://www.hrw.org/donate-now?promo_id=1000  Planned Parenthood: https://secure.ppaction.org/site/Donation2?df_id=12913&12913.donation=form1  Amnesty International: https://donate.amnestyusa.org/ea-action/action?msource=47&utm_source=www.amnesty.org&utm_medium=website&utm_campaign=donate_process&ea.client.id=1839&ea.campaign.id=25646  NARAL Pro Choice: https://actnow.prochoiceamerica.org/donate/supportnaral/#.WCTTudw8IgM Volunteer Human Rights Campaign: http://e-activist.com/ea-action/action?ea.client.id=1954&ea.campaign.id=43545&ea.tracking.id=or_gnr_hrc_support_volunteer&_ga=1.7723442.1458705080.1478807041   Planned Parenthood: https://plannedparenthoodrccorpvolunteer.peoplefluent.com/index.html   IMPORTANT" False text
wtfuspolitics 152954150241 "2016-11-09 16:22:14 GMT" http://wtfuspolitics.tumblr.com/post/152954150241/we-will-not-stop "hillary-2016: Today, mourn. And then get up. Share kindness, love, and warmth. Show your loved ones that you are there no matter what. Let strangers become friends. We need each other." False text
wtfuspolitics 152952778501 "2016-11-09 15:42:59 GMT" http://wtfuspolitics.tumblr.com/post/152952778501/time-to-get-mad "Get mad that people believe in hate.  Get mad that many Americans don’t believe in equal rights.  Get mad that many American men believe women deserve no respect.  Get mad. Get mad. Get mad." True text
wtfuspolitics 152829314296 "2016-11-06 22:32:45 GMT" http://wtfuspolitics.tumblr.com/post/152829314296/the-election-is-just-2-days-away "Things to do:1. Panic a lil bit2. Call grandma and grandpa, ask them to please vote3. Post aggressively on facebook asking friends to vote4. Vote5. Drink 3 bottles of wine by myself on election day6. Watch in awe as the first female president wins in a  landslide" True text
wtfuspolitics 151007371951 "2016-09-27 13:10:32 GMT" http://wtfuspolitics.tumblr.com/post/151007371951/its-like-watching-a-secretary-of-state-take-on-an "hillary-2016: wait, hang on… " False text
wtfuspolitics 145588537031 "2016-06-08 02:29:49 GMT" http://wtfuspolitics.tumblr.com/post/145588537031/women-can-do-all-the-things-men-can-do-and-hell  True text
wtfuspolitics 143816639391 "2016-05-04 00:38:07 GMT" http://wtfuspolitics.tumblr.com/post/143816639391/and-just-like-that-its-down-to-trump-and-kasich  True text
wtfuspolitics 142087508446 "2016-04-01 21:25:55 GMT" http://wtfuspolitics.tumblr.com/post/142087508446/weve-sat-on-the-sidelines-long-enough "buzzfeed:  Today is an important day. Today the Tumblr community comes together to make what is possibly the most important decision of the entire day: who do we elect?After much research and discussion, we’d like to make an official endorsement:  Mop 2016: Reliable and relatable. Pro-inventions. They have lungs, probably. " False text
wtfuspolitics 141919859256 "2016-03-29 22:05:24 GMT" http://wtfuspolitics.tumblr.com/post/141919859256/every-woman-deserves-respect "In the work place, the home, in relationships… Everywhere. " True text
wtfuspolitics 141808083671 "2016-03-28 00:23:29 GMT" http://wtfuspolitics.tumblr.com/post/141808083671/when-you-are-your-buddy-gotta-poop-but-are-in-the  True text
wtfuspolitics 141807820661 "2016-03-28 00:18:10 GMT" http://wtfuspolitics.tumblr.com/post/141807820661/53-of-respondents-in-latest-bloomberg-poll-have-a  True text
wtfuspolitics 141695595271 "2016-03-26 02:41:15 GMT" http://wtfuspolitics.tumblr.com/post/141695595271/when-youre-spoiled-af  True text
wtfuspolitics 141695470051 "2016-03-26 02:38:41 GMT" http://wtfuspolitics.tumblr.com/post/141695470051/running-my-blog-like  True text
wtfuspolitics 141694896311 "2016-03-26 02:26:36 GMT" http://wtfuspolitics.tumblr.com/post/141694896311/listening-to-the-gop-candidates-like "hillary-2016:   " False text
wtfuspolitics 141465344856 "2016-03-22 02:29:14 GMT" http://wtfuspolitics.tumblr.com/post/141465344856/when-trump-says-he-isnt-racist  True text
wtfuspolitics 141164506201 "2016-03-16 21:27:10 GMT" http://wtfuspolitics.tumblr.com/post/141164506201/the-senate-republicans-disrespect-for-the-office "hillary-2016:  We cannot condone this anti-democratic abuse of power.  Do your job, Senators, and give Merrick a hearing.  Reblog if you agree.  " False text
wtfuspolitics 140399106941 "2016-03-03 18:27:52 GMT" http://wtfuspolitics.tumblr.com/post/140399106941/what-if-trump-went-out-on-his-own-and-tried-to  True text
wtfuspolitics 140305811976 "2016-03-02 02:03:18 GMT" http://wtfuspolitics.tumblr.com/post/140305811976/fyi-sanders-won-in-new-zealand "he won 21 of 28 votes from absentee americans voting abroad in NZ. you go, Bernie." True text
wtfuspolitics 140223620096 "2016-02-29 18:25:18 GMT" http://wtfuspolitics.tumblr.com/post/140223620096/lol-our-leading-republican-candidate-is-a-reality  True text
wtfuspolitics 139999445531 "2016-02-26 01:01:24 GMT" http://wtfuspolitics.tumblr.com/post/139999445531/trumps-most-used-debate-words "Donald Trump’s most frequently spoken words at the nine presidential  debates include “eminent,” “tremendous,” “sudden,” “scholar” and  “inversion.” - Politico.com" True text
wtfuspolitics 157488819546 "2017-02-20 16:48:33 GMT" http://wtfuspolitics.tumblr.com/post/157488819546/the-biggest-anti-trump-rallies-planned-for  True link
wtfuspolitics 155767589646 "2017-01-12 16:40:36 GMT" http://wtfuspolitics.tumblr.com/post/155767589646/6-lesser-known-obamacare-provisions-that-could  True link
wtfuspolitics 154133859796 "2016-12-06 21:34:46 GMT" http://wtfuspolitics.tumblr.com/post/154133859796/note-to-breitbart-earth-is-not-cooling-climate "Thank you, Weather Channel. " True link
wtfuspolitics 153610813191 "2016-11-24 19:18:47 GMT" http://wtfuspolitics.tumblr.com/post/153610813191/petition-free-packy-the-elephant-from-54-years-of IMPORTANT. True link
wtfuspolitics 153483869831 "2016-11-21 19:48:49 GMT" http://wtfuspolitics.tumblr.com/post/153483869831/have-an-impact "All kinds of good numbers to call to hold Trump accountable" True link
wtfuspolitics 153363253116 "2016-11-19 00:45:17 GMT" http://wtfuspolitics.tumblr.com/post/153363253116/update-incidents-of-hateful-harassment-since "If you see something, stand up. If you see something, report it. Keep your friends safe. Be a support. Keep yourself safe. Seek support. " True link
wtfuspolitics 153361659271 "2016-11-18 23:55:42 GMT" http://wtfuspolitics.tumblr.com/post/153361659271/100-day-plan-of-action-survey "Fun fact: you can go on Trump’s website and tell him you think all of his ideas are unimportant. It’s very fun. " True link
wtfuspolitics 153231370161 "2016-11-15 22:13:05 GMT" http://wtfuspolitics.tumblr.com/post/153231370161/petition-to-require-trump-to-release-taxes-before  True link
wtfuspolitics 153145689666 "2016-11-13 23:10:27 GMT" http://wtfuspolitics.tumblr.com/post/153145689666/someone-made-this-awesome-list-of-places-to  True link
wtfuspolitics 153019828046 "2016-11-11 02:23:47 GMT" http://wtfuspolitics.tumblr.com/post/153019828046/petition-electoral-college-electors-electoral  True link
wtfuspolitics 153003569031 "2016-11-10 18:52:19 GMT" http://wtfuspolitics.tumblr.com/post/153003569031/day-1-in-trumps-america "This is not ok. If you see something, report it. But stay safe! We will fight back, and we will win. " True link
wtfuspolitics 145990761731 "2016-06-16 02:31:22 GMT" http://wtfuspolitics.tumblr.com/post/145990761731/eating-disorders-activists-demand-fda-withdraw "YO THIS IS NOT SO GREAT.  THIS IS NOT AN EFFECTIVE WEIGHT MANAGEMENT TECHNIQUE WHAT." True link
wtfuspolitics 145582557621 "2016-06-08 00:03:29 GMT" http://wtfuspolitics.tumblr.com/post/145582557621/wtf-politics-on-twitter  True link
wtfuspolitics 143068909101 "2016-04-19 17:48:58 GMT" http://wtfuspolitics.tumblr.com/post/143068909101/find-your-fucking-polling-place "Need to find your fucking polling place? This site has you covered." True link
